,Latitude,Longitude,Easting,Northing,Zone,Date/Local Standard Time,Week No.,PitID,State,Location,Site,HN (cm) A,HN (cm) B,HN (cm) C,AVG HN (cm),SWE (mm) A,SWE (mm) B,SWE (mm) C,AVG SWE (mm),Melt,Comments,date_t2,geometry,int_sd_delta,unw_sd_delta,Date,"Local 
176,43.75729,-116.09081,,,,,0,IDBRB7,ID,Boise River Basin,BB_7,55.0,55.0, ,,84.0,85.0, ,,Yes, ,2021-01-07 00:00:00,POINT (-116.09081 43.75729),,,2021-01-07,13:30,153.0,155.0, ,55.0,84.0,153.0
177,43.75729,-116.09081,,,,,1,IDBRB7,ID,Boise River Basin,BB_7,11.5,12.0, ,,28.0,28.0, ,,Yes, ,2021-01-14 00:00:00,POINT (-116.09081 43.75729),,,2021-01-14,14:00,244.0,234.0, ,11.8,28.0,238.0
178,43.75729,-116.09081,,,,,2,IDBRB7,ID,Boise River Basin,BB_7,7.0,7.0, ,,9.5,10.0, ,,Yes, ,2021-01-22 00:00:00,POINT (-116.09081 43.75729),,,2021-01-22,12:00,136.0,143.0, ,7.0,10.0,143.0
179,43.75729,-116.09081,,,,,4,IDBRB7,ID,Boise River Basin,BB_7,4.5,4.5,5.0,,8.0,8.0,7.5,,Yes, ,2021-02-02 00:00:00,POINT (-116.09081 43.75729),,,2021-02-02,14:10,178.0,178.0,150.0,4.7,8.0,171.0
180,43.75729,-116.09081,,,,,8,IDBRB7,ID,Boise River Basin,BB_7,22.0,22.0,22.5,,35.0,37.5,36.0,,Yes, ,2021-03-02 00:00:00,POINT (-116.09081 43.75729),,,2021-03-02,14:50,160.0,171.0,160.0,22.2,36.0,163.0
181,43.75729,-116.09081,,,,,9,IDBRB7,ID,Boise River Basin,BB_7,3.5,3.0, ,,8.0,7.5, ,,No, ,2021-03-09 00:00:00,POINT (-116.09081 43.75729),-0.1462523192167282,-0.1608743518590927,2021-03-09,15:30,229.0,250.0, ,3.2,8.0,250.0
182,43.75729,-116.09081,,,,,10,IDBRB7,ID,Boise River Basin,BB_7,0.0, , ,,0.0, , ,,No, ,2021-03-18 00:00:00,POINT (-116.09081 43.75729),,,2021-03-18,14:00, , , ,0.0,0.0, 
183,43.75729,-116.09081,,,,,11,IDBRB7,ID,Boise River Basin,BB_7,14.0,15.0,14.0,,25.0,27.0,26.0,,Yes, ,2021-03-23 00:00:00,POINT (-116.09081 43.75729),,,2021-03-23,15:30,179.0,180.0,186.0,14.3,26.0,182.0
184,44.07249,-115.51688,,,,,3,IDBRL1,ID,Boise River Basin,LR_1,23.0,23.0,23.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.51688 44.07249),,,2021-01-27,8:20,70.0,74.0,74.0,23.0,17.0,74.0
185,44.07249,-115.51688,,,,,3,IDBRL1,ID,Boise River Basin,LR_1,23.0,23.0,23.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.51688 44.07249),,,2021-01-27,8:20,70.0,74.0,74.0,23.0,17.0,74.0
186,44.07249,-115.51688,,,,,4,IDBRL1,ID,Boise River Basin,LR_1,0.3,0.2, ,,2.0, , ,,Yes,melt on all LR boards due to 20210202 rain event,2021-02-04 00:00:00,POINT (-115.51688 44.07249),0.1581762731075287,0.08198951929807663,2021-02-04,8:00,666.0, , ,0.2,2.0,1000.0
187,44.07249,-115.51688,,,,,5,IDBRL1,ID,Boise River Basin,LR_1,2.0,2.0,2.0,,3.5,5.5,6.0,,Yes, ,2021-02-10 00:00:00,POINT (-115.51688 44.07249),-0.09571586549282074,-0.1275029331445694,2021-02-10,09:03,175.0,275.0,300.0,2.0,5.0,250.0
188,44.07249,-115.51688,,,,,7,IDBRL1,ID,Boise River Basin,LR_1,1.0,1.0,1.0,,0.1,0.1,0.1,,Yes,Board was checked two days prior (2/23) by avy forecaster on day of UAVSAR flight,2021-02-25 00:00:00,POINT (-115.51688 44.07249),,,2021-02-25,08:55,100.0,100.0,100.0,1.0,0.0,0.0
189,44.07249,-115.51688,,,,,8,IDBRL1,ID,Boise River Basin,LR_1,9.0,9.0,9.0,,14.5,14.5,15.0,,No, ,2021-03-03 00:00:00,POINT (-115.51688 44.07249),,,2021-03-03,8:00, , , ,9.0,15.0,167.0
190,44.07249,-115.51688,,,,,9,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.51688 44.07249),-0.13965454697608948,-0.14029310643672943,2021-03-10,10:00, , , ,0.0,0.0, 
191,44.07249,-115.51688,,,,,10,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.51688 44.07249),-0.11243607848882675,-0.11345933377742767,2021-03-17,10:00, , , ,0.0,0.0, 
192,44.07249,-115.51688,,,,,11,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,Yes, ,2021-03-22 00:00:00,POINT (-115.51688 44.07249),-0.01578432135283947,0.014575825072824955,2021-03-22,8:00, , , ,0.0,0.0, 
193,44.13563,-115.31426,,,,,1,IDBRL2,ID,Boise River Basin,LR_2,76.0,78.0,75.0,,186.0, , ,,Yes,"HP should have remained of measurements in notebook for LR boards. Boards had not been checked in 2 weeks since I was in MT, so it was decided to do 1 SWE measurement and 3 depths ",2021-01-15 00:00:00,POINT (-115.31426 44.13563),,,2021-01-15,8:00,243.0, , ,76.3,186.0,244.0
194,44.13563,-115.31426,,,,,2,IDBRL2,ID,Boise River Basin,LR_2,1.5,2.0,2.0,,3.0,3.0,3.5,,Yes, ,2021-01-20 00:00:00,POINT (-115.31426 44.13563),-0.06969832628965378,-0.07100122421979904,2021-01-20,8:30,200.0,150.0,175.0,1.8,3.0,167.0
195,44.13563,-115.31426,,,,,3,IDBRL2,ID,Boise River Basin,LR_2,18.0,18.0,17.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.31426 44.13563),0.04304206743836403,0.052402738481760025,2021-01-27,8:50,89.0,94.0,100.0,17.7,17.0,97.0
196,44.13563,-115.31426,,,,,4,IDBRL2,ID,Boise River Basin,LR_2,3.0,3.0,3.0,,3.5,3.5,3.0,,Yes, ,2021-02-04 00:00:00,POINT (-115.31426 44.13563),0.2341419905424118,,2021-02-04,8:30,116.0,116.0,100.0,3.0,3.0,100.0
197,44.13563,-115.31426,,,,,5,IDBRL2,ID,Boise River Basin,LR_2,4.5,4.0,4.0,,8.0,7.0,6.5,,Yes, ,2021-02-10 00:00:00,POINT (-115.31426 44.13563),-0.09771919250488281,-0.11653038114309311,2021-02-10,09:29,177.0,175.0,163.0,4.2,7.0,167.0
198,44.13563,-115.31426,,,,,7,IDBRL2,ID,Boise River Basin,LR_2,0.5,0.5,0.5,,0.05,0.05,0.05,,No,"Could have recorded as ""trace"". The 0.5cm was very clear and even on the board, but the scale really did not register above 0mm. Board was checked two days prior (2/23) by avy forecaster on day of UAVSAR flight.",2021-02-25 00:00:00,POINT (-115.31426 44.13563),,,2021-02-25,09:18,100.0,100.0,100.0,0.5,0.0,0.0
199,44.13563,-115.31426,,,,,8,IDBRL2,ID,Boise River Basin,LR_2,13.0,13.5,14.0,,20.0,20.0,20.0,,No, ,2021-03-03 00:00:00,POINT (-115.31426 44.13563),,,2021-03-03,8:30, , , ,13.5,20.0,149.0
200,44.13563,-115.31426,,,,,9,IDBRL2,ID,Boise River Basin,LR_2,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.31426 44.13563),-0.14630421996116638,-0.14219063520431519,2021-03-10,10:20, , , ,0.0,0.0, 
201,44.13563,-115.31426,,,,,10,IDBRL2,ID,Boise River Basin,LR_2,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.31426 44.13563),-0.11604476720094681,-0.11599685996770859,2021-03-17,10:20, , , ,0.0,0.0, 
202,44.13563,-115.31426,,,,,11,IDBRL2,ID,Boise River Basin,LR_2,1.5,1.0,2.0,,6.0,6.0,6.0,,Yes, ,2021-03-22 00:00:00,POINT (-115.31426 44.13563),-0.015020373277366161,0.0014686028007417917,2021-03-22,8:30,400.0,600.0,300.0,1.5,6.0,400.0
203,44.19866,-115.24869,,,,,1,IDBRL3,ID,Boise River Basin,LR_3,73.0,74.0,73.0,,182.0, , ,,Yes, ,2021-01-15 00:00:00,POINT (-115.24869 44.19866),,,2021-01-15,8:20,249.0, , ,73.3,182.0,249.0
204,44.19866,-115.24869,,,,,2,IDBRL3,ID,Boise River Basin,LR_3,3.0,3.0,3.0,,4.0,4.0,4.0,,No, ,2021-01-20 00:00:00,POINT (-115.24869 44.19866),-0.04636495187878609,-0.05656571313738823,2021-01-20,8:50,133.0,133.0,133.0,3.0,4.0,134.0
205,44.19866,-115.24869,,,,,3,IDBRL3,ID,Boise River Basin,LR_3,11.0,11.0,12.0,,11.0,11.0,11.0,,No, ,2021-01-27 00:00:00,POINT (-115.24869 44.19866),0.014891576021909714,0.022615332156419754,2021-01-27,9:00,100.0,100.0,92.0,11.3,11.0,98.0
206,44.19866,-115.24869,,,,,4,IDBRL3,ID,Boise River Basin,LR_3,10.0,10.0,9.5,,22.0,22.0,21.5,,Yes, ,2021-02-04 00:00:00,POINT (-115.24869 44.19866),0.17866407334804535,0.20420333743095398,2021-02-04,9:00,220.0,220.0,226.0,9.8,22.0,225.0
207,44.19866,-115.24869,,,,,5,IDBRL3,ID,Boise River Basin,LR_3,6.5,6.0,6.5,,8.0,8.0,8.5,,No,"LR_3 is more shaded and right at the lip of the ridge, it did not see melt like LR_1, LR_2, and LR_4 saw. ",2021-02-10 00:00:00,POINT (-115.24869 44.19866),-0.08187251538038254,-0.1096416786313057,2021-02-10,09:58,123.0,133.0,130.0,6.3,8.0,127.0
208,44.19866,-115.24869,,,,,7,IDBRL3,ID,Boise River Basin,LR_3,0.25, , ,,0.0, , ,,Yes, ,2021-02-25 00:00:00,POINT (-115.24869 44.19866),,,2021-02-25,09:35,0.0, , ,0.2,0.0,0.0
209,44.19866,-115.24869,,,,,8,IDBRL3,ID,Boise River Basin,LR_3,9.0,10.0,11.0,,20.0,22.0,19.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.24869 44.19866),,,2021-03-03,9:00, , , ,10.0,20.0,200.0
210,44.19866,-115.24869,,,,,9,IDBRL3,ID,Boise River Basin,LR_3,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.24869 44.19866),-0.11979624629020691,-0.10969526320695877,2021-03-10,10:30, , , ,0.0,0.0, 
211,44.19866,-115.24869,,,,,10,IDBRL3,ID,Boise River Basin,LR_3,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.24869 44.19866),-0.08880331367254257,-0.08144322782754898,2021-03-17,10:40, , , ,0.0,0.0, 
212,44.19866,-115.24869,,,,,11,IDBRL3,ID,Boise River Basin,LR_3,4.0,4.0,4.5,,8.0,7.0,7.5,,Yes, ,2021-03-22 00:00:00,POINT (-115.24869 44.19866),0.0054321931675076485,,2021-03-22,8:30,200.0,175.0,167.0,4.2,8.0,191.0
213,44.23075,-115.21862,,,,,2,IDBRL4,ID,Boise River Basin,LR_4,3.0,3.0,3.5,,4.0,4.5,5.0,,Yes, ,2021-01-20 00:00:00,POINT (-115.21862 44.23075),,,2021-01-20,9:00,133.0,150.0,143.0,3.2,4.0,125.0
214,44.23075,-115.21862,,,,,3,IDBRL4,ID,Boise River Basin,LR_4,14.5,14.5,14.0,,16.0,15.0,16.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.21862 44.23075),0.001118228305131197,0.012027421034872532,2021-01-27,9:30,110.0,103.0,114.0,14.3,16.0,112.0
215,44.23075,-115.21862,,,,,4,IDBRL4,ID,Boise River Basin,LR_4,18.0,18.0,18.5,,27.0,28.0,27.5,,Yes, ,2021-02-04 00:00:00,POINT (-115.21862 44.23075),0.21067224442958832,0.26894521713256836,2021-02-04,10:20,150.0,156.0,149.0,18.2,28.0,154.0
216,44.23075,-115.21862,,,,,5,IDBRL4,ID,Boise River Basin,LR_4,5.5,6.0,6.5,,9.0,8.5,9.5,,Yes, ,2021-02-10 00:00:00,POINT (-115.21862 44.23075),-0.09414676576852798,-0.1364482045173645,2021-02-10,10:13,163.0,142.0,146.0,6.0,9.0,150.0
217,44.23075,-115.21862,,,,,7,IDBRL4,ID,Boise River Basin,LR_4, , , ,, , , ,,No,"This interval board was burried by an avalanche [insert questionable look on field safety protocol]. Lowman Road was closed 2/22@1700-2/23@1300 totaling 20hrs of closure time - likely that was the timing of the avalanche, but avy forecasters will have more information. There was no site of the board what so ever. The avalanche path was on the right hand side of the road, crossed the river, and came up to the pull out. The debris was flush with the snowplow piles at the pullout. In other words - the interval board had ~2m of new snow ;)",2021-02-25 00:00:00,POINT (-115.21862 44.23075),,,2021-02-25,09:45, , , , , , 
218,44.23075,-115.21862,,,,,8,IDBRL4,ID,Boise River Basin,LR_4,8.0,8.5,9.0,,20.0,21.0,22.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.21862 44.23075),,,2021-03-03,9:30, , , ,8.5,21.0,248.0
219,44.23075,-115.21862,,,,,9,IDBRL4,ID,Boise River Basin,LR_4,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.21862 44.23075),-0.12731298804283142,-0.10129402577877045,2021-03-10,10:40, , , ,0.0,0.0, 
220,44.23075,-115.21862,,,,,10,IDBRL4,ID,Boise River Basin,LR_4,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.21862 44.23075),-0.11996173113584518,-0.12853692471981049,2021-03-17,11:00, , , ,0.0,0.0, 
221,44.23075,-115.21862,,,,,11,IDBRL4,ID,Boise River Basin,LR_4,6.0,6.5,6.0,,13.0,12.0,13.0,,Yes, ,2021-03-22 00:00:00,POINT (-115.21862 44.23075),0.013234790414571762,0.04986516758799553,2021-03-22,10:00,217.0,185.0, ,6.2,13.0,210.0
222,44.30344,-115.23461,,,,,49,IDBRL5,ID,Boise River Basin,LR_5,5.5,5.5,5.5,,7.0,8.0,9.0,,Yes, ,2020-12-08 00:00:00,POINT (-115.23461 44.30344),,,2020-12-08,13:00,128.0,145.0,164.0,5.5,8.0,146.0
223,44.30344,-115.23461,,,,,50,IDBRL5,ID,Boise River Basin,LR_5,26.5,27.0,27.0,,29.5,30.0,30.0,,No, ,2020-12-18 00:00:00,POINT (-115.23461 44.30344),,,2020-12-18,11:00,111.0,111.0,111.0,26.8,30.0,112.0
224,44.30344,-115.23461,,,,,2,IDBRL5,ID,Boise River Basin,LR_5,4.5,4.5,4.5,,7.0,6.0,7.0,,Yes, ,2021-01-20 00:00:00,POINT (-115.23461 44.30344),,,2021-01-20,9:20,156.0,133.0,156.0,4.5,7.0,156.0
225,44.30344,-115.23461,,,,,3,IDBRL5,ID,Boise River Basin,LR_5,33.0,33.0,33.0,,24.0,24.0,24.0,,No, ,2021-01-28 00:00:00,POINT (-115.23461 44.30344),0.004059183411300182,0.006743772886693478,2021-01-28,10:00,73.0,73.0,73.0,33.0,24.0,73.0
226,44.30344,-115.23461,,,,,4,IDBRL5,ID,Boise River Basin,LR_5,35.0,34.5,36.0,,37.0,38.0,38.0,,No, ,2021-02-04 00:00:00,POINT (-115.23461 44.30344),0.32254207134246826,0.27884000539779663,2021-02-04,10:50,106.0,110.0,106.0,35.2,38.0,108.0
227,44.30344,-115.23461,,,,,5,IDBRL5,ID,Boise River Basin,LR_5,10.0,10.0,9.5,,11.0,11.5,11.5,,No, ,2021-02-10 00:00:00,POINT (-115.23461 44.30344),-0.01803305745124817,-0.031172780320048332,2021-02-10,11:36,110.0,115.0,121.0,9.8,11.0,113.0
228,44.30344,-115.23461,,,,,7,IDBRL5,ID,Boise River Basin,LR_5,25.0,25.0,26.0,,32.0,33.0,33.0,,No,"Interval boards 1-4 were checked by forecasters on 2/23 (day of UAVSAR flight), the rest 5-9 were checked today. Also replaced the interval board bottom today as the other one cracked last visit. ",2021-02-25 00:00:00,POINT (-115.23461 44.30344),,,2021-02-25,12:28,128.0,132.0,127.0,25.3,33.0,131.0
229,44.30344,-115.23461,,,,,8,IDBRL5,ID,Boise River Basin,LR_5,16.0,16.5,16.0,,23.0,23.0,24.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.23461 44.30344),,,2021-03-03,9:30, , , ,16.2,23.0,142.0
230,44.30344,-115.23461,,,,,9,IDBRL5,ID,Boise River Basin,LR_5,11.0,10.5,10.5,,12.0,13.0,13.0,,No, ,2021-03-10 00:00:00,POINT (-115.23461 44.30344),-0.1894805133342743,-0.1906861960887909,2021-03-10,13:03,109.0,124.0,124.0,10.7,13.0,122.0
231,44.30344,-115.23461,,,,,10,IDBRL5,ID,Boise River Basin,LR_5,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.23461 44.30344),-0.13062787055969238,-0.13246816396713257,2021-03-17,14:00, , , ,0.0,0.0, 
232,44.30344,-115.23461,,,,,11,IDBRL5,ID,Boise River Basin,LR_5,23.0,23.5,23.0,,33.0,34.0,33.0,,Yes, ,2021-03-22 00:00:00,POINT (-115.23461 44.30344),-0.021556947380304337,-0.018359709531068802,2021-03-22,11:00,144.0,145.0,143.0,23.2,33.0,143.0
233,44.30309,-115.23465,,,,,2,IDBRL6,ID,Boise River Basin,LR_6, , , ,, , , ,,No,NOTE: HP cleared this board on 20210115 and needs to enter this data,2021-01-20 00:00:00,POINT (-115.23465 44.30309),,,2021-01-20,n/o, , , , , , 
234,44.30309,-115.23465,,,,,3,IDBRL6,ID,Boise River Basin,LR_6,34.0,34.0,34.0,,24.5,24.0,24.0,,No, ,2021-01-28 00:00:00,POINT (-115.23465 44.30309),0.0013565105618909001,0.0037637772038578987,2021-01-28,10:30,72.0,71.0,71.0,34.0,24.0,71.0
235,44.30309,-115.23465,,,,,4,IDBRL6,ID,Boise River Basin,LR_6,35.0,35.0,36.0,,37.0,33.0,35.0,,No, ,2021-02-04 00:00:00,POINT (-115.23465 44.30309),0.32145804166793823,0.276669442653656,2021-02-04,12:15,106.0,95.0,98.0,35.3,35.0,100.0
236,44.30309,-115.23465,,,,,5,IDBRL6,ID,Boise River Basin,LR_6,10.0,9.0,9.5,,10.0,9.0,11.0,,No,"LR_6 was done before LR_5, but very close in time. ",2021-02-10 00:00:00,POINT (-115.23465 44.30309),-0.02084837295114994,-0.03417319059371948,2021-02-10,11:26,100.0,100.0,115.0,9.5,10.0,106.0
237,44.30309,-115.23465,,,,,7,IDBRL6,ID,Boise River Basin,LR_6,26.0,26.0,26.0,,35.0,35.0,33.0,,No, ,2021-02-25 00:00:00,POINT (-115.23465 44.30309),,,2021-02-25,10:50,135.0,135.0,126.0,26.0,34.0,131.0
238,44.30309,-115.23465,,,,,8,IDBRL6,ID,Boise River Basin,LR_6,13.0,14.0,15.0,,25.0,23.0,24.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.23465 44.30309),,,2021-03-03,10:00, , , ,14.0,24.0,172.0
239,44.30309,-115.23465,,,,,9,IDBRL6,ID,Boise River Basin,LR_6,9.0,9.0,10.0,,12.0,13.0,13.0,,Yes, ,2021-03-10 00:00:00,POINT (-115.23465 44.30309),-0.19370540976524353,-0.19477254152297974,2021-03-10,13:41,133.0,144.0,130.0,9.3,13.0,140.0
240,44.30309,-115.23465,,,,,10,IDBRL6,ID,Boise River Basin,LR_6,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.23465 44.30309),-0.131633460521698,-0.13309550285339355,2021-03-17,11:20, , , ,0.0,0.0, 
241,44.30309,-115.23465,,,,,11,IDBRL6,ID,Boise River Basin,LR_6,21.0,21.0,21.0,,29.0,29.0,30.0,,Yes, ,2021-03-22 00:00:00,POINT (-115.23465 44.30309),-0.02446288801729679,-0.017675219103693962,2021-03-22,14:00,138.0,138.0,143.0,21.0,29.0,139.0
242,44.29675,-115.23961,,,,,3,IDBRL7,ID,Boise River Basin,LR_7,35.0,35.0,35.0,,23.0,23.0,24.0,,No, ,2021-01-28 00:00:00,POINT (-115.23961 44.29675),,,2021-01-28,14:00,66.0,66.0,69.0,35.0,23.0,66.0
243,44.29675,-115.23961,,,,,4,IDBRL7,ID,Boise River Basin,LR_7,36.0,37.0,36.0,,37.0,38.0,37.0,,No, ,2021-02-04 00:00:00,POINT (-115.23961 44.29675),0.31438148021698,0.27647432684898376,2021-02-04,12:22,103.0,103.0,103.0,36.3,37.0,102.0
244,44.29675,-115.23961,,,,,5,IDBRL7,ID,Boise River Basin,LR_7,8.0,8.0,8.5,,9.0,9.5,11.0,,No, ,2021-02-10 00:00:00,POINT (-115.23961 44.29675),-0.03263649344444275,-0.04847204312682152,2021-02-10,13:50,113.0,119.0,129.0,8.2,10.0,122.0
245,44.29675,-115.23961,,,,,7,IDBRL7,ID,Boise River Basin,LR_7,30.0,30.0,29.0,,43.0,40.0,42.0,,No, ,2021-02-25 00:00:00,POINT (-115.23961 44.29675),,,2021-02-25,14:00,143.0,133.0,145.0,29.7,42.0,142.0
246,44.29675,-115.23961,,,,,8,IDBRL7,ID,Boise River Basin,LR_7,14.0,14.5,15.0,,23.0,23.0,24.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.23961 44.29675),,,2021-03-03,14:00, , , ,14.5,23.0,159.0
247,44.29675,-115.23961,,,,,9,IDBRL7,ID,Boise River Basin,LR_7,12.0,11.5,12.5,,14.5,14.0,14.0,,No, ,2021-03-10 00:00:00,POINT (-115.23961 44.29675),-0.176391139626503,-0.18308208882808685,2021-03-10,14:36,121.0,123.0,112.0,12.0,14.0,117.0
248,44.29675,-115.23961,,,,,10,IDBRL7,ID,Boise River Basin,LR_7,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.23961 44.29675),-0.14066511392593384,-0.14301353693008423,2021-03-17,16:30, , , ,0.0,0.0, 
249,44.29675,-115.23961,,,,,11,IDBRL7,ID,Boise River Basin,LR_7,25.0,26.0,26.0,,34.0,36.0,36.0,,No, ,2021-03-22 00:00:00,POINT (-115.23961 44.29675),-0.03468101844191551,-0.007151275873184204,2021-03-22,14:30,136.0,138.0,138.0,25.7,35.0,137.0
250,44.29088,-115.24397,,,,,2,IDBRL8,ID,Boise River Basin,LR_8,4.0,4.5,4.5,,5.0,6.0,6.0,,No,"LR_8 on Banner Knob Field book, all others (LR_1-LR_7, LR_9) on 
Banner - Snotel data sheet.",2021-01-20 00:00:00,POINT (-115.24397 44.29088),,,2021-01-20,14:00,125.0,133.0,133.0,4.3,6.0,140.0
251,44.29088,-115.24397,,,,,3,IDBRL8,ID,Boise River Basin,LR_8,35.5,36.0,36.0,,24.0,23.0,23.0,,No, ,2021-01-28 00:00:00,POINT (-115.24397 44.29088),-0.02710800990462303,-0.02638629823923111,2021-01-28,14:30,68.0,64.0,64.0,35.8,23.0,65.0
252,44.29088,-115.24397,,,,,4,IDBRL8,ID,Boise River Basin,LR_8,36.5,37.0,38.0,,39.0,37.0,38.0,,Yes, ,2021-02-04 00:00:00,POINT (-115.24397 44.29088),0.2703666687011719,0.225560262799263,2021-02-04,13:42,107.0,100.0,100.0,37.2,38.0,103.0
253,44.29088,-115.24397,,,,,5,IDBRL8,ID,Boise River Basin,LR_8,10.5,11.0,10.0,,13.0,14.5,13.0,,No, ,2021-02-10 00:00:00,POINT (-115.24397 44.29088),-0.04231567680835724,-0.05805442854762077,2021-02-10,14:20,124.0,132.0,130.0,10.5,14.0,134.0
254,44.29088,-115.24397,,,,,7,IDBRL8,ID,Boise River Basin,LR_8,31.0,32.0,32.0,,38.0,39.0,39.0,,No, ,2021-02-25 00:00:00,POINT (-115.24397 44.29088),,,2021-02-25,14:35,123.0,122.0,122.0,31.7,39.0,124.0
255,44.29088,-115.24397,,,,,8,IDBRL8,ID,Boise River Basin,LR_8,14.5,15.0,15.0,,23.0,24.0,23.0,,Yes, ,2021-03-03 00:00:00,POINT (-115.24397 44.29088),,,2021-03-03,16:00,159.0,150.0,150.0,14.8,23.0,156.0
256,44.29088,-115.24397,,,,,9,IDBRL8,ID,Boise River Basin,LR_8,13.5,13.5,12.5,,16.0,16.0,16.0,,No, ,2021-03-10 00:00:00,POINT (-115.24397 44.29088),-0.19223813712596893,-0.19798928499221802,2021-03-10,14:53,119.0,119.0,128.0,13.2,16.0,122.0
257,44.29088,-115.24397,,,,,10,IDBRL8,ID,Boise River Basin,LR_8,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.24397 44.29088),-0.1309412121772766,-0.1320042759180069,2021-03-17,16:40, , , ,0.0,0.0, 
258,44.29088,-115.24397,,,,,11,IDBRL8,ID,Boise River Basin,LR_8,26.0,28.5,29.0,,39.5,39.0,37.0,,No, ,2021-03-22 00:00:00,POINT (-115.24397 44.29088),-0.0189933143556118,-0.031818050891160965,2021-03-22,15:00,152.0,137.0,128.0,27.8,38.0,137.0
259,44.2833,-115.24156,,,,,2,IDBRL9,ID,Boise River Basin,LR_9,4.0,4.0,4.0,,6.0,6.0,6.0,,No, ,2021-01-20 00:00:00,POINT (-115.24156 44.2833),,,2021-01-20,16:00,150.0,150.0,150.0,4.0,6.0,150.0
260,44.2833,-115.24156,,,,,3,IDBRL9,ID,Boise River Basin,LR_9,33.0,33.0,34.0,,24.0,24.0,24.0,,No, ,2021-01-28 00:00:00,POINT (-115.24156 44.2833),-0.023935439065098763,-0.02447916753590107,2021-01-28,16:00,73.0,73.0,71.0,33.3,24.0,73.0
261,44.2833,-115.24156,,,,,4,IDBRL9,ID,Boise River Basin,LR_9,39.0,38.0,38.0,,40.0,41.0,40.0,,No, ,2021-02-04 00:00:00,POINT (-115.24156 44.2833),0.23695868253707886,0.22214284539222717,2021-02-04,14:16,102.0,107.0,105.0,38.3,40.0,105.0
262,44.2833,-115.24156,,,,,5,IDBRL9,ID,Boise River Basin,LR_9,13.0,12.5,14.5,,16.0,16.0,20.0,,No, ,2021-02-10 00:00:00,POINT (-115.24156 44.2833),-0.03388674929738045,-0.04683025926351547,2021-02-10,15:10,128.0,123.0,138.0,13.3,17.0,128.0
263,44.2833,-115.24156,,,,,7,IDBRL9,ID,Boise River Basin,LR_9,34.0,33.5,34.0,,43.0,43.0,41.0,,No, ,2021-02-25 00:00:00,POINT (-115.24156 44.2833),,,2021-02-25,15:30,126.0,128.0,120.0,33.8,42.0,125.0
