,Latitude,Longitude,Easting,Northing,Zone,Date/Local Standard Time,Week No.,PitID,State,Location,Site,HN (cm) A,HN (cm) B,HN (cm) C,AVG HN (cm),SWE (mm) A,SWE (mm) B,SWE (mm) C,AVG SWE (mm),Melt,Comments,date_t2,geometry,int_sd_delta,unw_sd_delta,Date,"Local 
264,44.2833,-115.24156,,,,,8,IDBRL9,ID,Boise River Basin,LR_9, , , ,, , , ,,No, ,2021-03-03 00:00:00,POINT (-115.24156 44.2833),,,2021-03-03,n/o, , , , , , 
265,44.2833,-115.24156,,,,,9,IDBRL9,ID,Boise River Basin,LR_9,24.0,24.0,24.0,,34.0,36.0,34.0,,Yes,"melt is from first week interval, 2 weeks since last checked (hence greater SWE and depths than other boards)",2021-03-10 00:00:00,POINT (-115.24156 44.2833),-0.17476636171340942,-0.18238253891468048,2021-03-10,15:23,142.0,150.0,142.0,24.0,35.0,146.0
266,44.2833,-115.24156,,,,,10,IDBRL9,ID,Boise River Basin,LR_9,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.24156 44.2833),-0.13004553318023682,-0.133929044008255,2021-03-17,16:40, , , ,0.0,0.0, 
267,44.2833,-115.24156,,,,,11,IDBRL9,ID,Boise River Basin,LR_9, , , ,, , , ,,No,Not observed- ran out of daylight,2021-03-22 00:00:00,POINT (-115.24156 44.2833),-0.012095572426915169,-0.021506039425730705,2021-03-22,17:00, , , , , , 
268,43.93208,-115.66576,,,,,1,IDBRM1,ID,Boise River Basin,MC_1, , , ,, , , ,,No, ,2021-01-15 00:00:00,POINT (-115.66576 43.93208),,,2021-01-15,09:00, , , , , , 
269,43.93208,-115.66576,,,,,3,IDBRM1,ID,Boise River Basin,MC_1,27.0, , ,,23.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.66576 43.93208),,,2021-01-27,16:40,86.0, , ,27.0,23.0,86.0
270,43.93208,-115.66576,,,,,4,IDBRM1,ID,Boise River Basin,MC_1,41.0, , ,,49.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.66576 43.93208),0.23176062107086182,,2021-02-03,15:35,120.0, , ,41.0,49.0,120.0
271,43.93208,-115.66576,,,,,5,IDBRM1,ID,Boise River Basin,MC_1,9.0,11.0,13.0,,16.0,23.0,24.0,,No, ,2021-02-10 00:00:00,POINT (-115.66576 43.93208),-0.029746422544121742,-0.03301997110247612,2021-02-10,16:00,178.0,210.0,185.0,11.0,21.0,191.0
272,43.93208,-115.66576,,,,,6,IDBRM1,ID,Boise River Basin,MC_1,72.0, , ,,90.0, , ,,No,Air Temp: -6.7 C,2021-02-17 00:00:00,POINT (-115.66576 43.93208),,,2021-02-17,17:40,125.0, , ,72.0,90.0,125.0
273,43.93208,-115.66576,,,,,7,IDBRM1,ID,Boise River Basin,MC_1,33.0,32.0, ,,44.0,44.0, ,,No, ,2021-02-24 00:00:00,POINT (-115.66576 43.93208),,,2021-02-24,18:00,2.0,2.0, ,32.5,44.0,136.0
274,43.93208,-115.66576,,,,,8,IDBRM1,ID,Boise River Basin,MC_1,24.0,22.0,25.0,,36.0,33.0,38.0,,Yes,"Air Temp: +3.8 C, some melt around storm board pole, no ice present",2021-03-03 00:00:00,POINT (-115.66576 43.93208),,,2021-03-03,17:50,2.0,2.0,2.0,23.7,36.0,152.0
275,43.93208,-115.66576,,,,,9,IDBRM1,ID,Boise River Basin,MC_1,3.0,4.0,2.0,,6.0,7.0,5.0,,Yes,"Air Temp: +1.8 C, liquid water in lower 1 cm of HS, some signs of melt on portions of interval board",2021-03-10 00:00:00,POINT (-115.66576 43.93208),-0.14570002257823944,-0.1483091413974762,2021-03-10,15:50,2.0,2.0,3.0,3.0,6.0,200.0
276,43.93208,-115.66576,,,,,10,IDBRM1,ID,Boise River Basin,MC_1,0.0, , ,,0.0, , ,,No, ,2021-03-16 00:00:00,POINT (-115.66576 43.93208),-0.10590282082557678,-0.10588933527469635,2021-03-16,17:00,0.0, , ,0.0,0.0, 
277,43.93208,-115.66576,,,,,11,IDBRM1,ID,Boise River Basin,MC_1,6.0,8.0, ,,12.0,16.0, ,,Yes,"Air Temp: +1.8 C, some melt tip of storm board, ice at bottom of snopack/above board but not frozen to board --> no liquid water",2021-03-24 00:00:00,POINT (-115.66576 43.93208),,,2021-03-24,16:20,200.0,200.0, ,7.0,14.0,200.0
278,43.94678,-115.6684,,,,,1,IDBRM2,ID,Boise River Basin,MC_2, , , ,, , , ,,No, ,2021-01-15 00:00:00,POINT (-115.6684 43.94678),,,2021-01-15,16:10, , , , , , 
279,43.94678,-115.6684,,,,,3,IDBRM2,ID,Boise River Basin,MC_2,33.0, , ,,30.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.6684 43.94678),,,2021-01-27,15:45,91.0, , ,33.0,30.0,91.0
280,43.94678,-115.6684,,,,,4,IDBRM2,ID,Boise River Basin,MC_2,35.0, , ,,38.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.6684 43.94678),0.11659807711839676,,2021-02-03,15:35,109.0, , ,35.0,38.0,109.0
281,43.94678,-115.6684,,,,,5,IDBRM2,ID,Boise River Basin,MC_2,6.0,7.0,10.0,,10.0,13.0,18.0,,No, ,2021-02-10 00:00:00,POINT (-115.6684 43.94678),-0.023303009569644928,-0.013301186263561249,2021-02-10,15:00,167.0,186.0,180.0,7.7,14.0,182.0
282,43.94678,-115.6684,,,,,6,IDBRM2,ID,Boise River Basin,MC_2,63.0, , ,,82.0, , ,,No,Air Temp: -6.9 C,2021-02-17 00:00:00,POINT (-115.6684 43.94678),,,2021-02-17,16:15,131.0, , ,63.0,82.0,131.0
283,43.94678,-115.6684,,,,,7,IDBRM2,ID,Boise River Basin,MC_2,30.0,29.0, ,,43.0,38.0, ,,No,Air Temp: -4.9 C,2021-02-24 00:00:00,POINT (-115.6684 43.94678),,,2021-02-24,16:50,2.0,2.0, ,29.5,40.0,136.0
284,43.94678,-115.6684,,,,,8,IDBRM2,ID,Boise River Basin,MC_2,13.0,14.0,20.0,,27.0,31.0,45.0,,Yes,"Air Temp: +4.8 C, ice/slush on baord all 3 samples (liquid water present), not captured in measurement",2021-03-03 00:00:00,POINT (-115.6684 43.94678),,,2021-03-03,16:45,3.0,3.0,3.0,15.7,34.0,217.0
285,43.94678,-115.6684,,,,,9,IDBRM2,ID,Boise River Basin,MC_2, , , ,, , , ,,Yes,Board,2021-03-10 00:00:00,POINT (-115.6684 43.94678),-0.09447523951530457,-0.0832977145910263,2021-03-10,14:50, , , , , , 
286,43.94678,-115.6684,,,,,10,IDBRM2,ID,Boise River Basin,MC_2,0.0, , ,,0.0, , ,,Yes,"Air Temp: +6.3 C, no new snow",2021-03-16 00:00:00,POINT (-115.6684 43.94678),-0.06771102547645569,-0.05908498913049698,2021-03-16,15:45,0.0, , ,0.0,0.0, 
287,43.94678,-115.6684,,,,,11,IDBRM2,ID,Boise River Basin,MC_2,13.0,13.0, ,,28.0,27.0, ,,No,"Air Temp: -1.6 C, ice on board; ice layer @ +7cm above board, no liquid water, photo provided",2021-03-24 00:00:00,POINT (-115.6684 43.94678),,,2021-03-24,15:20,216.0,208.0, ,13.0,28.0,216.0
288,43.94743,-115.67196,,,,,3,IDBRM3,ID,Boise River Basin,MC_3,29.0, , ,,29.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.67196 43.94743),,,2021-01-27,15:25,100.0, , ,29.0,29.0,100.0
289,43.94743,-115.67196,,,,,4,IDBRM3,ID,Boise River Basin,MC_3,41.0, , ,,43.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.67196 43.94743),0.13763995468616486,,2021-02-03,14:20,105.0, , ,41.0,43.0,105.0
290,43.94743,-115.67196,,,,,5,IDBRM3,ID,Boise River Basin,MC_3,8.0,12.0,14.0,,14.0,23.0,25.0,,No, ,2021-02-10 00:00:00,POINT (-115.67196 43.94743),-0.018198732286691666,0.001489003305323422,2021-02-10,14:35,175.0,192.0,179.0,11.3,21.0,186.0
291,43.94743,-115.67196,,,,,6,IDBRM3,ID,Boise River Basin,MC_3,71.0, , ,,86.0, , ,,No,Air Temp: -6.4 C,2021-02-17 00:00:00,POINT (-115.67196 43.94743),,,2021-02-17,15:40,122.0, , ,71.0,86.0,122.0
292,43.94743,-115.67196,,,,,7,IDBRM3,ID,Boise River Basin,MC_3,36.0,39.0, ,,52.0,61.0, ,,No,Air Temp: -5.0 C,2021-02-24 00:00:00,POINT (-115.67196 43.94743),,,2021-02-24,16:25,2.0,2.0, ,37.5,56.0,150.0
293,43.94743,-115.67196,,,,,8,IDBRM3,ID,Boise River Basin,MC_3,22.0,20.0, ,,39.0,35.0, ,,Yes,"Air Temp: +4.5 C, ice/slush on board for both samples (liquid water present), not captured in measurement",2021-03-03 00:00:00,POINT (-115.67196 43.94743),,,2021-03-03,16:20,2.0,2.0, ,21.0,37.0,177.0
294,43.94743,-115.67196,,,,,9,IDBRM3,ID,Boise River Basin,MC_3, , , ,, , , ,,Yes,"Air Temp: +0.4 C, board melted/tipped sidehill up to 15 cm on lee side - photo evidence",2021-03-10 00:00:00,POINT (-115.67196 43.94743),-0.10035465657711029,-0.10339722037315369,2021-03-10,14:20, , , , , , 
295,43.94743,-115.67196,,,,,10,IDBRM3,ID,Boise River Basin,MC_3,0.0, , ,,0.0, , ,,Yes,"Air Temp: +4.2 C, no new snow",2021-03-16 00:00:00,POINT (-115.67196 43.94743),-0.07177549600601196,-0.07085251063108444,2021-03-16,15:35,0.0, , ,0.0,0.0, 
296,43.94743,-115.67196,,,,,11,IDBRM3,ID,Boise River Basin,MC_3,26.0,26.0, ,,60.0,56.0, ,,No,"Air Temp: -1.9 C, ice on board; ice layer @ +7cm above board, no liquid water, photo provided",2021-03-24 00:00:00,POINT (-115.67196 43.94743),,,2021-03-24,15:00,231.0,216.0, ,26.0,58.0,224.0
297,43.94786,-115.6748,,,,,1,IDBRM4,ID,Boise River Basin,MC_4, , , ,, , , ,,No, ,2021-01-15 00:00:00,POINT (-115.6748 43.94786),,,2021-01-15,15:20, , , , , , 
298,43.94786,-115.6748,,,,,3,IDBRM4,ID,Boise River Basin,MC_4,27.0, , ,,27.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.6748 43.94786),,,2021-01-27,15:10,100.0, , ,27.0,27.0,100.0
299,43.94786,-115.6748,,,,,4,IDBRM4,ID,Boise River Basin,MC_4,43.0, , ,,45.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.6748 43.94786),0.16743774712085724,,2021-02-03,14:00,105.0, , ,43.0,45.0,105.0
300,43.94786,-115.6748,,,,,5,IDBRM4,ID,Boise River Basin,MC_4,13.0,14.0,16.0,,25.0,28.0,32.0,,No, ,2021-02-10 00:00:00,POINT (-115.6748 43.94786),-0.0054906508885324,0.0025709224864840508,2021-02-10,14:15,193.0,200.0,200.0,14.3,28.0,196.0
301,43.94786,-115.6748,,,,,6,IDBRM4,ID,Boise River Basin,MC_4,70.0, , ,,86.0, , ,,No,Air Temp: -7.1 C,2021-02-17 00:00:00,POINT (-115.6748 43.94786),,,2021-02-17,15:20,123.0, , ,70.0,86.0,123.0
302,43.94786,-115.6748,,,,,7,IDBRM4,ID,Boise River Basin,MC_4,36.0,36.0,38.0,,58.0, , ,,No, ,2021-02-24 00:00:00,POINT (-115.6748 43.94786),,,2021-02-24,14:35,2.0, , ,36.7,58.0,159.0
303,43.94786,-115.6748,,,,,8,IDBRM4,ID,Boise River Basin,MC_4,29.0,29.0,34.0,,36.0,36.0,49.0,,No,"Air Temp: +3.8 C, wind affected surface",2021-03-03 00:00:00,POINT (-115.6748 43.94786),,,2021-03-03,15:50,2.0,2.0,2.0,30.7,40.0,131.0
304,43.94786,-115.6748,,,,,9,IDBRM4,ID,Boise River Basin,MC_4,7.0,11.0, ,,11.0,15.0, ,,No,"Air Temp: -1.6 C, large ice crystals on board",2021-03-10 00:00:00,POINT (-115.6748 43.94786),-0.11117776483297348,-0.11728667467832565,2021-03-10,14:10,2.0,2.0, ,9.0,13.0,145.0
305,43.94786,-115.6748,,,,,10,IDBRM4,ID,Boise River Basin,MC_4,0.0, , ,,0.0, , ,,Yes,"Air Temp: +5.8 C, no new snow",2021-03-16 00:00:00,POINT (-115.6748 43.94786),-0.08618724346160889,-0.08792058378458023,2021-03-16,15:00,0.0, , ,0.0,0.0, 
306,43.94786,-115.6748,,,,,11,IDBRM4,ID,Boise River Basin,MC_4,10.0,9.0, ,,23.0,18.0, ,,No,"Air Temp: -1.3 C, ice on board; ice layer @+7cm above board, no liquid water, photo provided",2021-03-24 00:00:00,POINT (-115.6748 43.94786),,,2021-03-24,14:40,230.0,200.0, ,9.5,20.0,211.0
307,43.94737,-115.67679,,,,,3,IDBRM5,ID,Boise River Basin,MC_5,20.0, , ,,28.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.67679 43.94737),,,2021-01-27,14:40,140.0, , ,20.0,28.0,140.0
308,43.94737,-115.67679,,,,,4,IDBRM5,ID,Boise River Basin,MC_5,39.0, , ,,43.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.67679 43.94737),0.13717345893383026,,2021-02-03,11:45,111.0, , ,39.0,43.0,111.0
309,43.94737,-115.67679,,,,,5,IDBRM5,ID,Boise River Basin,MC_5,20.0,21.0,22.0,,36.0,37.0,39.0,,No,wind affected/firm,2021-02-10 00:00:00,POINT (-115.67679 43.94737),-0.024970216676592827,-0.002321760170161724,2021-02-10,11:45,180.0,177.0,178.0,21.0,37.0,177.0
310,43.94737,-115.67679,,,,,6,IDBRM5,ID,Boise River Basin,MC_5,72.0, , ,,97.0, , ,,No,Air temperature: -7.8 C,2021-02-17 00:00:00,POINT (-115.67679 43.94737),,,2021-02-17,12:15,135.0, , ,72.0,97.0,135.0
311,43.94737,-115.67679,,,,,7,IDBRM5,ID,Boise River Basin,MC_5,32.0, , ,,50.0, , ,,No,Air Temp: -7.8 C,2021-02-24 00:00:00,POINT (-115.67679 43.94737),,,2021-02-24,12:10,2.0, , ,32.0,50.0,157.0
312,43.94737,-115.67679,,,,,8,IDBRM5,ID,Boise River Basin,MC_5,24.0,22.0, ,,42.0,35.0, ,,Yes,"Air Temp: +3.6 C, melt around storm board pole",2021-03-03 00:00:00,POINT (-115.67679 43.94737),,,2021-03-03,12:10,2.0,2.0, ,23.0,38.0,166.0
313,43.94737,-115.67679,,,,,9,IDBRM5,ID,Boise River Basin,MC_5,10.0,9.0,12.0,,16.0,14.0,19.0,,Yes,"Air Temp: -2.8 C, trace ice crystals on board - not a layer",2021-03-10 00:00:00,POINT (-115.67679 43.94737),-0.11643271893262863,-0.1197865679860115,2021-03-10,11:30,2.0,2.0,2.0,10.3,16.0,156.0
314,43.94737,-115.67679,,,,,10,IDBRM5,ID,Boise River Basin,MC_5,0.0, , ,,0.0, , ,,Yes,"Air Temp: +2.4 C, no new snow",2021-03-16 00:00:00,POINT (-115.67679 43.94737),-0.07977963984012604,-0.07239051908254623,2021-03-16,11:50,0.0, , ,0.0,0.0, 
315,43.94737,-115.67679,,,,,11,IDBRM5,ID,Boise River Basin,MC_5,24.0,28.0, ,,47.0,54.0, ,,No,"Air Temp: -1.9 C, ice on board; ice layer @+7cm above board, no liquid water, photo provided",2021-03-24 00:00:00,POINT (-115.67679 43.94737),,,2021-03-24,12:25,196.0,193.0, ,26.0,50.0,193.0
316,43.94854,-115.67828,,,,,3,IDBRM6,ID,Boise River Basin,MC_6,31.0, , ,,28.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.67828 43.94854),,,2021-01-27,12:55,91.0, , ,31.0,28.0,91.0
317,43.94854,-115.67828,,,,,4,IDBRM6,ID,Boise River Basin,MC_6,43.0, , ,,58.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.67828 43.94854),0.18322689831256866,,2021-02-03,12:05,135.0, , ,43.0,58.0,135.0
318,43.94854,-115.67828,,,,,5,IDBRM6,ID,Boise River Basin,MC_6,25.0,25.0,26.0,,47.0, ,49.0,,No,SW wind affected surface,2021-02-10 00:00:00,POINT (-115.67828 43.94854),-0.024301236495375633,0.0031920920591801405,2021-02-10,12:10,188.0, ,189.0,25.3,48.0,190.0
319,43.94854,-115.67828,,,,,6,IDBRM6,ID,Boise River Basin,MC_6,70.0, , ,,90.0, , ,,No,Air Temp: -6.7 C,2021-02-17 00:00:00,POINT (-115.67828 43.94854),,,2021-02-17,12:45,129.0, , ,70.0,90.0,129.0
320,43.94854,-115.67828,,,,,7,IDBRM6,ID,Boise River Basin,MC_6,32.0,30.0, ,,49.0,42.0, ,,No,Air Temp: -7.1 C,2021-02-24 00:00:00,POINT (-115.67828 43.94854),,,2021-02-24,15:00,2.0,2.0, ,31.0,46.0,149.0
321,43.94854,-115.67828,,,,,8,IDBRM6,ID,Boise River Basin,MC_6,27.0,27.0, ,,39.0,39.0, ,,No,"Air Temp: +0.7 C, no ice and no melt - shaded and consistent",2021-03-03 00:00:00,POINT (-115.67828 43.94854),,,2021-03-03,12:50,2.0,2.0, ,27.0,39.0,145.0
322,43.94854,-115.67828,,,,,9,IDBRM6,ID,Boise River Basin,MC_6,11.0,11.0,13.0,,16.0,15.0,19.0,,No,"Air Temp: -3.9 C, very thin/sparse ice layer on board",2021-03-10 00:00:00,POINT (-115.67828 43.94854),-0.147251158952713,-0.15415194630622864,2021-03-10,11:55,2.0,2.0,2.0,11.7,17.0,146.0
323,43.94854,-115.67828,,,,,10,IDBRM6,ID,Boise River Basin,MC_6,0.0, , ,,0.0, , ,,Yes,"Air Temp: +3.3 C, no new snow",2021-03-16 00:00:00,POINT (-115.67828 43.94854),-0.09104777872562408,-0.08726082742214203,2021-03-16,13:20,0.0, , ,0.0,0.0, 
324,43.94854,-115.67828,,,,,11,IDBRM6,ID,Boise River Basin,MC_6,12.0,15.0, ,,23.0,28.0, ,,No,"Air Temp: -4.6 C, very little ice on board, ice @+5cm, very slight wind-affected surface",2021-03-24 00:00:00,POINT (-115.67828 43.94854),,,2021-03-24,12:50,192.0,187.0, ,13.5,26.0,193.0
325,43.95258,-115.67997,,,,,3,IDBRM7,ID,Boise River Basin,MC_7,45.0, , ,,42.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.67997 43.95258),,,2021-01-27,14:15,94.0, , ,45.0,42.0,94.0
326,43.95258,-115.67997,,,,,4,IDBRM7,ID,Boise River Basin,MC_7,43.0, , ,,47.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.67997 43.95258),0.11977188289165497,,2021-02-03,13:15,110.0, , ,43.0,47.0,110.0
327,43.95258,-115.67997,,,,,5,IDBRM7,ID,Boise River Basin,MC_7,11.0,13.0,15.0,,20.0,21.0,26.0,,No,"Lots of SH development; light wind, area wind scoured from previous event? Rare to see this little HS at TOW-3.",2021-02-10 00:00:00,POINT (-115.67997 43.95258),-0.027602164074778557,0.014596638269722462,2021-02-10,13:30,182.0,162.0,174.0,13.0,22.0,170.0
328,43.95258,-115.67997,,,,,6,IDBRM7,ID,Boise River Basin,MC_7,72.0, , ,,89.0, , ,,No,Air Temp: -4.6 C,2021-02-17 00:00:00,POINT (-115.67997 43.95258),,,2021-02-17,14:15,124.0, , ,72.0,89.0,124.0
329,43.95258,-115.67997,,,,,7,IDBRM7,ID,Boise River Basin,MC_7,41.0,41.0,42.0,,55.0, , ,,No,Air Temp: -6.8 C,2021-02-24 00:00:00,POINT (-115.67997 43.95258),,,2021-02-24,13:35,2.0, , ,41.3,55.0,134.0
330,43.95258,-115.67997,,,,,8,IDBRM7,ID,Boise River Basin,MC_7,21.0,23.0,26.0,,34.0,41.0,40.0,,Yes,"Air Temp: +4.4 C, Sample B had ice on board and didn't allow for total SWE measurement",2021-03-03 00:00:00,POINT (-115.67997 43.95258),,,2021-03-03,14:30,2.0,2.0,2.0,23.3,38.0,164.0
331,43.95258,-115.67997,,,,,9,IDBRM7,ID,Boise River Basin,MC_7, , , ,, , , ,,Yes,"Air Temp: -3.1 C, board melted/tipped 20 degrees down hill- photo, interval board tipped over; K2 was reset Thursday 03/04/2021",2021-03-10 00:00:00,POINT (-115.67997 43.95258),-0.10832604765892029,-0.11537852883338928,2021-03-10,13:30, , , , , , 
332,43.95258,-115.67997,,,,,10,IDBRM7,ID,Boise River Basin,MC_7,0.0, , ,,0.0, , ,,Yes,"Air Temp: +3.4 C, no new snow",2021-03-16 00:00:00,POINT (-115.67997 43.95258),-0.08193707466125488,-0.08486270159482956,2021-03-16,14:30,0.0, , ,0.0,0.0, 
333,43.95258,-115.67997,,,,,11,IDBRM7,ID,Boise River Basin,MC_7,27.0,25.0, ,,44.0,43.0, ,,No,"Air Temp: -1.6 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",2021-03-24 00:00:00,POINT (-115.67997 43.95258),,,2021-03-24,14:05,163.0,172.0, ,26.0,44.0,170.0
334,43.95249,-115.68174,,,,,3,IDBRM8,ID,Boise River Basin,MC_8,45.0, , ,,40.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.68174 43.95249),,,2021-01-27,13:20,89.0, , ,45.0,40.0,89.0
335,43.95249,-115.68174,,,,,4,IDBRM8,ID,Boise River Basin,MC_8,51.0, , ,,58.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.68174 43.95249),0.12547287344932556,,2021-02-03,12:25,114.0, , ,51.0,58.0,114.0
336,43.95249,-115.68174,,,,,5,IDBRM8,ID,Boise River Basin,MC_8,26.0,27.0,29.0,,48.0, ,52.0,,No, ,2021-02-10 00:00:00,POINT (-115.68174 43.95249),-0.0455252043902874,-0.007534322328865528,2021-02-10,12:35,185.0, ,180.0,27.3,50.0,184.0
337,43.95249,-115.68174,,,,,6,IDBRM8,ID,Boise River Basin,MC_8,80.0, , ,,101.0, , ,,No,Air Temp: -7.6 C,2021-02-17 00:00:00,POINT (-115.68174 43.95249),,,2021-02-17,13:15,127.0, , ,80.0,101.0,127.0
338,43.95249,-115.68174,,,,,7,IDBRM8,ID,Boise River Basin,MC_8,37.0, , ,,54.0, , ,,No,Air Temp: -6.4 C,2021-02-24 00:00:00,POINT (-115.68174 43.95249),,,2021-02-24,12:55,2.0, , ,37.0,54.0,146.0
339,43.95249,-115.68174,,,,,8,IDBRM8,ID,Boise River Basin,MC_8,24.0,25.0, ,,38.0,45.0, ,,Yes,"Air Temp: +5.3 C, 2 layers of ice (15/25), ice on board not captured in measurement and didn't allow for total measurement of SWE in Sample A, no ice in measurement for Sample B",2021-03-03 00:00:00,POINT (-115.68174 43.95249),,,2021-03-03,13:20,2.0,2.0, ,24.5,42.0,172.0
340,43.95249,-115.68174,,,,,9,IDBRM8,ID,Boise River Basin,MC_8,9.0,6.0, ,,13.0,11.0, ,,No,"Air Temp: -2.2 C, variable ice on board - SWE higher",2021-03-10 00:00:00,POINT (-115.68174 43.95249),-0.13356615602970123,-0.15204180777072906,2021-03-10,12:15,2.0,2.0, ,7.5,12.0,160.0
341,43.95249,-115.68174,,,,,10,IDBRM8,ID,Boise River Basin,MC_8,0.0, , ,,0.0, , ,,Yes,"Air Temp: +5.3 C, no new snow",2021-03-16 00:00:00,POINT (-115.68174 43.95249),-0.08060657232999802,-0.07309524714946747,2021-03-16,13:35,0.0, , ,0.0,0.0, 
342,43.95249,-115.68174,,,,,11,IDBRM8,ID,Boise River Basin,MC_8,18.0,18.0, ,,35.0,37.0, ,,No,"Air Temp: -2.7 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",2021-03-24 00:00:00,POINT (-115.68174 43.95249),,,2021-03-24,13:15,195.0,206.0, ,18.0,36.0,200.0
343,43.9549,-115.68158,,,,,1,IDBRM9,ID,Boise River Basin,MC_9, , , ,, , , ,,No, ,2021-01-15 00:00:00,POINT (-115.68158 43.9549),,,2021-01-15,11:00, , , , , , 
344,43.9549,-115.68158,,,,,3,IDBRM9,ID,Boise River Basin,MC_9,47.0, , ,,69.0, , ,,No, ,2021-01-27 00:00:00,POINT (-115.68158 43.9549),,,2021-01-27,13:45,147.0, , ,47.0,69.0,147.0
345,43.9549,-115.68158,,,,,4,IDBRM9,ID,Boise River Basin,MC_9,49.0, , ,,74.0, , ,,No, ,2021-02-03 00:00:00,POINT (-115.68158 43.9549),0.14017730951309204,,2021-02-03,12:50,152.0, , ,49.0,74.0,152.0
346,43.9549,-115.68158,,,,,5,IDBRM9,ID,Boise River Basin,MC_9,2.0,3.0,4.0,,4.0,5.0,6.0,,No,Heavily wind affected firm,2021-02-10 00:00:00,POINT (-115.68158 43.9549),-0.024984639137983322,-0.0044531552121043205,2021-02-10,12:55,200.0,167.0,150.0,3.0,5.0,167.0
347,43.9549,-115.68158,,,,,6,IDBRM9,ID,Boise River Basin,MC_9,36.0, , ,,53.0, , ,,No,Air Temp: -8.0 C,2021-02-17 00:00:00,POINT (-115.68158 43.9549),,,2021-02-17,13:45,148.0, , ,36.0,53.0,148.0
348,43.9549,-115.68158,,,,,7,IDBRM9,ID,Boise River Basin,MC_9,18.0, , ,,28.0, , ,,No,Air Temp: -5.6 C,2021-02-24 00:00:00,POINT (-115.68158 43.9549),,,2021-02-24,13:15,2.0, , ,18.0,28.0,156.0
349,43.9549,-115.68158,,,,,8,IDBRM9,ID,Boise River Basin,MC_9,18.0,18.0, ,,27.0,28.0, ,,Yes,"Air Temp: +4.4 C, melt around storm board pole",2021-03-03 00:00:00,POINT (-115.68158 43.9549),,,2021-03-03,13:50,2.0,2.0, ,18.0,28.0,156.0
350,43.9549,-115.68158,,,,,9,IDBRM9,ID,Boise River Basin,MC_9,7.0,8.0, ,,11.0,13.0, ,,No,"Air Temp: -2.1 C, very little ice on board",2021-03-10 00:00:00,POINT (-115.68158 43.9549),-0.12721097469329834,-0.1346731036901474,2021-03-10,12:50,2.0,2.0, ,7.5,12.0,160.0
351,43.9549,-115.68158,,,,,10,IDBRM9,ID,Boise River Basin,MC_9,0.0, , ,,0.0, , ,,Yes,"Air Temp: +2.7 C, no new snow",2021-03-16 00:00:00,POINT (-115.68158 43.9549),-0.0882302075624466,-0.08053438365459442,2021-03-16,13:50,0.0, , ,0.0,0.0, 
352,43.9549,-115.68158,,,,,11,IDBRM9,ID,Boise River Basin,MC_9,12.0,13.0, ,,25.0,27.0, ,,No,"Air Temp: -1.9 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",2021-03-24 00:00:00,POINT (-115.68158 43.9549),,,2021-03-24,13:40,209.0,208.0, ,12.5,26.0,208.0
