,date_t2,swe,hn,time_t2,obs_year,swe_a,hn_a,swe_b,hn_b,swe_c,hn_c,den,week,geometry,latitude,longitude,easting,northing,zone,pitid,state,location,site,melt,comments,date_t1,days_between,uv_fp,inc,cor,int_hn_VV,unw_hn_VV,100_cor_VV,100_int_hn,100_unw_hn_VV,int_hn_VH,unw_hn_VH,100_cor_VH,100_unw_hn_VH,int_hn_HV,unw_hn_HV,100_cor_HV,100_unw_hn_HV,int_hn_HH,unw_hn_HH,100_cor_HH,100_unw_hn_HH
21,2020-02-19,0.015300000000000001,0.14,12:22:00,2019-2020,14.0,13.5,16.0,14.0,16.0,14.5,108.95785714285714,7,POINT (-115.23603 44.30462),44.30462,-115.23603,640700.0,4907220.0,11.0,IDBRBO,ID,Boise River Basin,Banner Open,No, ,2020-02-13,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.0870192050933838,0.3534655272960663,0.1015259176492691,,0.537969708442688,0.11354123055934906,0.1153981164097786,0.18355055153369904,,0.41236454248428345,0.10422979295253754,0.1516580879688263,0.13830018043518066,0.413779616355896,0.10534302145242691,0.11118870228528976,0.20150543749332428,0.48726198077201843,0.11573558300733566
31,2020-02-19,0.0173,0.157,10:45:00,2019-2020,17.0,15.0,17.0,16.0,18.0,16.0,109.86050955414012,7,POINT (-115.23454 44.3036),44.3036,-115.23454,640821.0,4907110.0,11.0,IDBRBS,ID,Boise River Basin,Banner Snotel,No, ,2020-02-13,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,0.9133458733558655,0.6995097994804382,0.10128022730350494,0.14681676030158997,0.4996744692325592,0.12867724895477295,0.13221651315689087,0.08980349451303482,0.12235433608293533,0.46760648488998413,0.11865387856960297,0.09496933221817017,0.11642001569271088,0.4678694009780884,0.1215343251824379,0.10837399214506149,0.12621021270751953,0.5141892433166504,0.1343567967414856
154,2020-02-21,0.035,0.17,14:20:00,2019-2020,35.0,17.0, , , , ,205.26470588235296,7,POINT (-116.091 43.757),43.757,-116.091,573175.0,4845285.0,11.0,IDBRBL,ID,Boise River Basin,Bogus Lower,Yes, ,2020-02-14,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.2769908905029297,0.2674572765827179,0.1776713877916336,,0.30032485723495483,0.09359940886497498,,-0.015181200578808784,,0.2988595962524414,,0.17736667394638062,,0.29720020294189453,,0.18936219811439514,,0.31018853187561035,
42,2020-02-20,0.0337,0.187,11:00:00,2019-2020,34.0,18.0,33.0,19.0,34.0,19.0,179.67326203208555,7,POINT (-116.09017 43.75881),43.75881,-116.09017,573240.0,4845487.0,11.0,IDBRBU,ID,Boise River Basin,Bogus Upper,No, ,2020-02-14,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.2566590309143066,0.35402584075927734,0.046890389174222946,,0.33434242010116577,0.11159788072109222,,0.12169145047664642,,0.3098301887512207,,0.10641775280237198,,0.30787011981010437,,0.1787503957748413,,0.3114244043827057,
174,2020-02-11,0.083,0.39,15:20:00,2019-2020,83.0,39.0, , , , ,212.18205128205128,6,POINT (-115.67506 43.94805),43.94805,-115.67506,606319.0,4866956.0,11.0,IDBRK3_20200211_0320,ID,Boise River Basin,K-3, , ,2020-01-29,13 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-01-31_2020-02-13.sd.nc,1.2727400064468384,0.5768882632255554,-0.02814321406185627,,0.4797704219818115,0.005282511934638023,,-0.01977906934916973,,0.4099598228931427,,0.0028975196182727814,,0.43486738204956055,,0.005837417207658291,,0.42352956533432007,
177,2020-03-03,0.008,0.03,15:20:00,2019-2020,8.0,3.0, , , , ,265.8666666666667,9,POINT (-115.67506 43.94805),43.94805,-115.67506,606319.0,4866956.0,11.0,IDBRK3_20200303_1520,ID,Boise River Basin,K-3, , ,2020-02-26,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2727400064468384,0.7119069695472717,-0.07983127236366272,-0.06702964752912521,0.5234841704368591,-0.06015491113066673,-0.05798618867993355,-0.15550948679447174,-0.08932700008153915,0.415761798620224,-0.05869632214307785,-0.14129018783569336,-0.09769711643457413,0.44294974207878113,-0.05709657445549965,-0.05738655850291252,-0.0742911845445633,0.4848107397556305,-0.06714138388633728
184,2020-03-11,0.019,0.08,15:40:00,2019-2020,19.0,8.0, , , , ,236.7875,10,POINT (-115.67213 43.94712),43.94712,-115.67213,606556.0,4866857.0,11.0,IDBRK4_20200311_1540,ID,Boise River Basin,K-4, , ,2020-03-03,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2890677452087402,0.37793731689453125,-0.06561105698347092,-0.041324764490127563,0.4428049921989441,-0.03345134109258652,-0.02496308647096157,-0.06308422237634659,-0.04189607873558998,0.38280633091926575,-0.026443075388669968,-0.05146622285246849,-0.04078720882534981,0.387012779712677,-0.026176817715168,-0.0773785412311554,-0.03413781896233559,0.40458157658576965,-0.03098978102207184
7,2020-02-12,0.0427,0.11,15:19:00,2019-2020,44.0,11.0,39.0,11.0,45.0,11.0,387.0172727272727,6,POINT (-116.12188 43.73705),43.73705,-116.12188,570713.0,4843043.0,11.0,IDBRLO,ID,Boise River Basin,LDP Open,Yes, ,2020-01-31,12 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-01-31_2020-02-13.sd.nc,1.2658731937408447,0.6482797265052795,0.10323801636695862,,0.34428972005844116,0.04807419702410698,,0.12287574261426926,,0.3300227224826813,,0.12805606424808502,,0.33265647292137146,,0.11990709602832794,,0.3453563153743744,
8,2020-02-20,0.0277,0.155,08:45:00,2019-2020,29.0,16.0,25.0,15.0,29.0,15.5,178.1735483870968,7,POINT (-116.12185 43.73703),43.73703,-116.12185,570715.0,4843041.0,11.0,IDBRLO,ID,Boise River Basin,LDP Open,No, ,2020-02-12,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.2658731937408447,0.2674257755279541,0.15233750641345978,0.12835142016410828,0.43095019459724426,0.09892889857292175,0.14588411152362823,0.08538234233856201,,0.4020361304283142,0.13159847259521484,0.09037366509437561,,0.4035615622997284,0.14480777084827423,0.1910545527935028,,0.4309558868408203,0.1638951599597931
13,2020-02-20,0.024300000000000002,0.145,10:42:00,2019-2020,22.0,14.0,26.0,15.0,25.0,14.5,167.08344827586208,7,POINT (-116.12052 43.73634),43.73634,-116.12052,570823.0,4842965.0,11.0,IDBRLT,ID,Boise River Basin,LDP Tree,No, ,2020-02-12,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.2091959714889526,0.3808526396751404,0.1981227695941925,,0.37568235397338867,0.06320039927959442,0.05538162961602211,-0.034979186952114105,,0.36117538809776306,0.03461502492427826,0.20523542165756226,,0.3565956950187683,0.04414890334010124,-0.025682857260107994,,0.3913879692554474,0.015431253239512444
195,2020-02-26,0.01,0.05,11:00:00,2019-2020,10.0,5.0, , , , ,199.39999999999998,8,POINT (-115.66576 43.93209),43.93209,-115.66576,607094.0,4865196.0,11.0,IDBRMC,ID,Boise River Basin,Mores Creek Summit, ,last measurement was 2020-02-18.,2020-02-18,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,1.274491548538208,0.7571265697479248,-0.09274362027645111,-0.08935016393661499,0.3739730417728424,-0.11308865249156952,-0.10229136794805527,-0.09174087643623352,-0.087703175842762,0.376485139131546,-0.09586368501186371,-0.09134113788604736,-0.08760813623666763,0.37919285893440247,-0.097686268389225,-0.09036192297935486,-0.1296635866165161,0.3776853680610657,-0.09268378466367722
200,2020-02-11,0.116,0.47,13:00:00,2019-2020,116.0,47.0, , , , ,246.068085106383,6,POINT (-115.68155 43.95496),43.95496,-115.68155,605786.0,4867715.0,11.0,IDBRT1_20200211_0100,ID,Boise River Basin,TOW-1, , ,2020-02-05,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,1.2032358646392822,0.3213195502758026,-0.05157914012670517,-0.009672210551798344,0.4805057644844055,-0.014409287832677364,-0.023409930989146233,-0.029463225975632668,-0.04403085634112358,0.42547762393951416,-0.020346902310848236,-0.028369944542646408,-0.0402342863380909,0.43619051575660706,-0.02129950560629368,0.011507950723171234,-0.000946804357226938,0.46290674805641174,-0.023524852469563484
201,2020-02-18,0.038,0.27,13:00:00,2019-2020,38.0,27.0, , , , ,140.3185185185185,7,POINT (-115.68155 43.95496),43.95496,-115.68155,605786.0,4867715.0,11.0,IDBRT1_20200218_1300,ID,Boise River Basin,TOW-1, , ,2020-02-11,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,1.2032358646392822,0.4009275436401367,0.16223543882369995,,0.43442749977111816,0.16734722256660461,,0.12634491920471191,,0.3899436593055725,,0.1551239788532257,,0.3947461247444153,,0.21005003154277802,,0.4015437066555023,
202,2020-02-26,0.004,0.02,13:00:00,2019-2020,4.0,2.0, , , , ,199.4,8,POINT (-115.68155 43.95496),43.95496,-115.68155,605786.0,4867715.0,11.0,IDBRT1_20200226_1300,ID,Boise River Basin,TOW-1, , ,2020-02-18,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2032358646392822,0.9106125235557556,-0.0071196239441633224,-0.02289990335702896,0.49577781558036804,-0.02748880162835121,-0.002452143933624029,0.04723280295729637,-0.003072375198826194,0.44276857376098633,-0.003005013568326831,0.04121566191315651,-0.005224097985774279,0.4426506459712982,-0.0016540682408958673,0.0007739430875517428,-0.013752361759543419,0.47228163480758667,-0.00760677270591259
212,2020-02-11,0.065,0.34,14:00:00,2019-2020,65.0,34.0, , , , ,190.60294117647058,6,POINT (-115.67988 43.95254),43.95254,-115.67988,605924.0,4867449.0,11.0,IDBRT3_20200211_0200,ID,Boise River Basin,TOW-3, , ,2020-02-05,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,0.9031803607940674,0.7737159729003906,0.2598187029361725,,0.5935055613517761,0.27000463008880615,,0.2790146768093109,,0.47460436820983887,,0.2748342752456665,,0.4861225485801697,,0.2913275957107544,,0.5435414910316467,
172,2020-02-19,0.055,0.355,12:00,2020-2021,55.0,37.0,55.0,34.0, , ,154.46478873239437,7,POINT (-116.13968 43.73154),43.73154,-116.13968,,,,IDBRB1,ID,Boise River Basin,BB_1,Yes, ,2020-02-12,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-02-13_2020-02-21.sd.nc,1.2727400064468384,0.6060488820075989,0.13423019647598267,0.12527307868003845,0.4484853148460388,0.0961754322052002,0.08311554044485092,0.13610351085662842,0.14308857917785645,0.37351006269454956,0.08799078315496445,0.12170904129743576,0.12983696162700653,0.3615717887878418,0.08883219957351685,0.14757339656352997,0.11973028630018234,0.3914138972759247,0.09349293261766434
174,2021-01-12,0.016,0.09,11:00,2020-2021,18.0,10.0,13.0,8.0, , ,177.24444444444444,1,POINT (-116.13968 43.73154),43.73154,-116.13968,,,,IDBRB1,ID,Boise River Basin,BB_1,Yes, ,2020-02-25,322 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2020-01-31_2020-02-13.sd.nc,1.2727400064468384,0.5768882632255554,-0.02814321406185627,,0.4797704219818115,0.005282511934638023,,-0.01977906934916973,,0.4099598228931427,,0.0028975196182727814,,0.43486738204956055,,0.005837417207658291,,0.42352956533432007,
177,2021-02-12,0.018,0.175,16:00,2020-2021,19.0,17.5,17.0,16.5,18.5,18.5,102.54857142857142,5,POINT (-116.13968 43.73154),43.73154,-116.13968,,,,IDBRB1,ID,Boise River Basin,BB_1,Yes, ,2021-02-03,9 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2727400064468384,0.7119069695472717,-0.07983127236366272,-0.06702964752912521,0.5234841704368591,-0.06015491113066673,-0.05798618867993355,-0.15550948679447174,-0.08932700008153915,0.415761798620224,-0.05869632214307785,-0.14129018783569336,-0.09769711643457413,0.44294974207878113,-0.05709657445549965,-0.05738655850291252,-0.0742911845445633,0.4848107397556305,-0.06714138388633728
184,2021-02-12,0.024,0.19699999999999998,13:30,2020-2021,24.0,20.5,24.0,19.0,24.5,19.5,121.46192893401017,5,POINT (-116.1227 43.73302),43.73302,-116.1227,,,,IDBRB2,ID,Boise River Basin,BB_2,Yes, ,2021-02-03,9 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2890677452087402,0.37793731689453125,-0.06561105698347092,-0.041324764490127563,0.4428049921989441,-0.03345134109258652,-0.02496308647096157,-0.06308422237634659,-0.04189607873558998,0.38280633091926575,-0.026443075388669968,-0.05146622285246849,-0.04078720882534981,0.387012779712677,-0.026176817715168,-0.0773785412311554,-0.03413781896233559,0.40458157658576965,-0.03098978102207184
195,2021-03-09,0.002,0.01,12:00,2020-2021,2.0,1.0,2.0,1.0,3.0,1.0,199.4,9,POINT (-116.1209 43.73636),43.73636,-116.1209,,,,IDBRB3,ID,Boise River Basin,BB_3,Yes,Time taken from snow pit time. ,2021-03-02,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,1.274491548538208,0.7571265697479248,-0.09274362027645111,-0.08935016393661499,0.3739730417728424,-0.11308865249156952,-0.10229136794805527,-0.09174087643623352,-0.087703175842762,0.376485139131546,-0.09586368501186371,-0.09134113788604736,-0.08760813623666763,0.37919285893440247,-0.097686268389225,-0.09036192297935486,-0.1296635866165161,0.3776853680610657,-0.09268378466367722
200,2021-01-26,0.009,0.026000000000000002,12:05,2020-2021,7.62,2.5,10.16,2.8,10.16,2.5,345.1153846153845,3,POINT (-116.12167 43.73747),43.73747,-116.12167,,,,IDBRB4,ID,Boise River Basin,BB_4,Yes, ,2021-01-20,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,1.2032358646392822,0.3213195502758026,-0.05157914012670517,-0.009672210551798344,0.4805057644844055,-0.014409287832677364,-0.023409930989146233,-0.029463225975632668,-0.04403085634112358,0.42547762393951416,-0.020346902310848236,-0.028369944542646408,-0.0402342863380909,0.43619051575660706,-0.02129950560629368,0.011507950723171234,-0.000946804357226938,0.46290674805641174,-0.023524852469563484
201,2021-02-04,0.015,0.107,10:35,2020-2021,15.0,10.0,14.0,11.0,15.0,11.0,139.7663551401869,4,POINT (-116.12167 43.73747),43.73747,-116.12167,,,,IDBRB4,ID,Boise River Basin,BB_4,Yes,Time taken from snow pit time. Near base of snow is _____? (M.Mason doesn't know what the field sheet says). ,2021-01-26,9 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,1.2032358646392822,0.4009275436401367,0.16223543882369995,,0.43442749977111816,0.16734722256660461,,0.12634491920471191,,0.3899436593055725,,0.1551239788532257,,0.3947461247444153,,0.21005003154277802,,0.4015437066555023,
202,2021-02-09,0.0,0.0,11:30,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,,5,POINT (-116.12167 43.73747),43.73747,-116.12167,,,,IDBRB4,ID,Boise River Basin,BB_4,No,Time taken from pit sheet time. ,2021-02-04,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2032358646392822,0.9106125235557556,-0.0071196239441633224,-0.02289990335702896,0.49577781558036804,-0.02748880162835121,-0.002452143933624029,0.04723280295729637,-0.003072375198826194,0.44276857376098633,-0.003005013568326831,0.04121566191315651,-0.005224097985774279,0.4426506459712982,-0.0016540682408958673,0.0007739430875517428,-0.013752361759543419,0.47228163480758667,-0.00760677270591259
210,2021-01-22,0.006,0.038,13:30,2020-2021,6.0,3.5,6.0,4.0, , ,157.42105263157896,2,POINT (-116.10379 43.76006),43.76006,-116.10379,,,,IDBRB5,ID,Boise River Basin,BB_5,Yes, ,2021-01-16,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-15_2021-01-20.sd.nc,0.9031803607940674,0.7209568023681641,0.04334048554301262,0.05222199112176895,0.7265216112136841,0.05680793523788452,0.06383674591779709,0.0391058549284935,0.05744702368974686,0.6529116034507751,0.06831039488315582,0.036088358610868454,0.05418489873409271,0.6641538739204407,0.06745188683271408,0.05548055097460747,0.05859873443841934,0.6974695324897766,0.06376630067825317
211,2021-01-29,0.024,0.207,14:40,2020-2021,25.0,21.0,21.0,19.0,26.5,22.0,115.59420289855072,3,POINT (-116.10379 43.76006),43.76006,-116.10379,,,,IDBRB5,ID,Boise River Basin,BB_5,No, ,2021-01-22,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,0.9031803607940674,0.14837320148944855,0.06814762204885483,0.02166064642369747,0.5694841742515564,-0.00260353134945035,0.0008710010442882776,0.058401014655828476,0.00382183282636106,0.45846909284591675,-0.0020474845077842474,0.04532201960682869,-0.01370727363973856,0.4797746241092682,-0.006108334753662348,0.04408907890319824,-0.0018046072218567133,0.5123269557952881,-0.0020889341831207275
212,2021-02-05,0.022,0.16,13:30,2020-2021,20.0,15.5,23.0,16.5, , ,137.08749999999998,4,POINT (-116.10379 43.76006),43.76006,-116.10379,,,,IDBRB5,ID,Boise River Basin,BB_5,No, ,2021-01-29,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,0.9031803607940674,0.7737159729003906,0.2598187029361725,,0.5935055613517761,0.27000463008880615,,0.2790146768093109,,0.47460436820983887,,0.2748342752456665,,0.4861225485801697,,0.2913275957107544,,0.5435414910316467,
222,2021-01-22,0.009,0.07,12:15,2020-2021,8.5,7.0,9.0,7.0, , ,128.18571428571428,2,POINT (-116.09092 43.75717),43.75717,-116.09092,,,,IDBRB6,ID,Boise River Basin,BB_6,Yes, ,2021-01-14,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-15_2021-01-20.sd.nc,1.2723634243011475,0.6996211409568787,0.06271014362573624,0.04985417425632477,0.6422386765480042,0.03232260048389435,0.03438779339194298,0.056007564067840576,0.04770643636584282,0.6083536148071289,0.033122360706329346,0.055978238582611084,0.05373606085777283,0.625137448310852,0.033664632588624954,0.05842128023505211,0.03284613788127899,0.640234649181366,0.034840721637010574
223,2021-01-27,0.008,0.08199999999999999,14:00,2020-2021,8.0,8.0,8.5,8.5,8.5,8.0,97.26829268292684,3,POINT (-116.09092 43.75717),43.75717,-116.09092,,,,IDBRB6,ID,Boise River Basin,BB_6,No, ,2021-01-22,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,1.2723634243011475,0.6712607145309448,-0.03238491714000702,,0.3201516270637512,-0.0035631905775517225,0.005586666986346245,-0.04721522703766823,,0.3020573854446411,,0.058179210871458054,-0.0005445934366434813,0.30039820075035095,-0.01162769179791212,-0.02757393755018711,,0.31330665946006775,-0.008032377809286118
224,2021-02-02,0.03,0.21,14:00,2020-2021,30.0,21.0,30.5,21.0,31.0,21.0,142.42857142857142,4,POINT (-116.09092 43.75717),43.75717,-116.09092,,,,IDBRB6,ID,Boise River Basin,BB_6,Yes, ,2021-01-27,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,1.2723634243011475,0.09685185551643372,0.0719689130783081,,0.3161732852458954,0.1548965573310852,,0.08647961914539337,,0.3119678497314453,,0.07475563138723373,,0.31439074873924255,,0.2016056776046753,,0.3095618784427643,
227,2021-03-09,0.006,0.027000000000000003,15:30,2020-2021,5.5,2.5,4.5,2.0,7.0,3.5,221.55555555555554,9,POINT (-116.09092 43.75717),43.75717,-116.09092,,,,IDBRB6,ID,Boise River Basin,BB_6,No, ,2021-03-02,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,1.2723634243011475,0.2560989558696747,-0.1652044802904129,-0.16415150463581085,0.3381701409816742,-0.14467576146125793,-0.15919899940490723,-0.2623445689678192,,0.34502387046813965,-0.16124208271503448,-0.10140727460384369,-0.14500916004180908,0.34354493021965027,-0.16094014048576355,-0.17114712297916412,-0.13648153841495514,0.3356369137763977,-0.15806828439235687
228,2021-03-18,0.0,0.0,14:00,2020-2021,0.0,0.0, , , , ,,10,POINT (-116.09092 43.75717),43.75717,-116.09092,,,,IDBRB6,ID,Boise River Basin,BB_6,No, ,2021-03-09,9 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-10_2021-03-16.sd.nc,1.2723634243011475,0.1154586598277092,-0.11362121254205704,-0.09970024973154068,0.4629744589328766,-0.07704517990350723,-0.08046574890613556,-0.13682234287261963,-0.10363014787435532,0.44402408599853516,-0.08066819608211517,-0.1311488151550293,-0.10614101588726044,0.4485543370246887,-0.08076529949903488,-0.06912419945001602,,0.42155736684799194,-0.07619977742433548
